x,y
口舌 之 争,-0.14631761
口头 掸,-0.888888889
口头 通过,0.311231452
扣 除掉,-0.172704836
扣 掉,-0.322033898
扣 人心 悬,0.141774076
枯 藁,-0.152542373
枯 枿 朽株,-0.777777778
枯骨 之 馀,-0.777777778
枯朽 之 馀,-0.777777778
哭 爸,-0.271186441
哭 得使..,-0.010748095
哭 了,-0.151788746
哭 妈,-0.355932203
哭 么,-0.271186441
哭 夭,-0.372881356
哭 夭 个 屁,-0.305084746
哭 妖,-0.271186441
哭 着 使..,-0.042855485
苦 逼,-0.8
苦 不 唧,-0.555555556
苦 尝,-0.099767932
苦 的 东西,-0.021730203
苦 哈哈,-0.011289356
苦 旱 期,-0.023314576
苦 吞,-0.218412
苦海 茫茫,-0.555555556
苦苦 纠缠,-0.133666237
酷 毙 了,0.777777778
夸大 不实,-0.022364051
夸功 自大,-0.555555556
夸张 的 手法,-0.071331431
夸张 的 言语,-0.112563634
垮 掉,-0.322033898
跨 出,0.016952972
跨 出 一 大步,0.032599903
跨 进,0.304500928
快 滚,-0.093316102
快 枯竭,-0.039611864
快 了 许多,0.409032527
快 上,0.369274185
快步 追上,0.134779145
快餐 书,-0.1
快快 活活,0.493254372
快乐 地,0.314075172
快乐 论,0.271868219
快乐 主义,0.37883895
快乐 主义 者,0.304859288
快人 快事,0.333333333
快速 成长,0.441815612
快速 改善,0.416995126
快速 合作,0.240848519
快速 解决,0.354929999
快速 进行,0.381818995
快速 进展,0.334487466
快速 扩张,0.027664596
快速 起飞,0.194661356
快速 统一,0.180470107
宽 达,0.397471902
宽 人 大度,0.555555556
宽宏 海量,0.555555556
宽容 风度,0.239319356
宽松 条件,-0.074921559
狂 爱,0.369648869
狂 顶,-1
狂 骂,-0.267125898
狂 朋 恠 友,-1
狂 胜,0.24818967
狂 泄,-0.131532678
狂暴 地,-0.26998122
狂飙 期,-0.058635254
狂风 大 浪,-0.005849017
狂乱 地 说,-0.170423644
狂怒 的 人,-0.104401763
狂热 地,-0.096876271
狂热 加油,0.156868028
狂热 赞扬,0.346112084
狂热 者,-0.157162757
旷课 者,-0.010811435
旷日 废时,-0.084379763
旷日 费时,-0.032713576
亏 马子,-0.286915344
亏 死,-0.347498305
亏 死 了,-0.174665944
亏损 赔累,-0.228813559
魁梧 奇伟,0.777777778
愧 为,-0.234
捆 在,-0.017662373
悃 幅 无华,0.777777778
困 局,-0.322033898
困 难度,-0.352209988
困 难度 增高,-0.104281708
困 死,-0.601735593
困 于,-0.144223051
困 在,-0.236574915
困 住,-0.460509288
困扰 不安,-0.219036305
困扰 不已,-0.383209288
困兽 斗,-0.284034169
困兽 之 斗,-0.196076475
扩 权,0.017881289
扩 增,0.029195282
扩大 办理,0.199005791
扩大 共识,0.02011645
扩大 适用,0.284135019
扩大 吸引外资,0.006577866
拉 不下 脸,-0.333333333
拉 不下 脸 来,-0.333333333
拉 出来,-0.115618802
拉 大,0.15850305
拉 回,-0.322033898
拉 挤,-0.322033898
拉 紧,-0.227510339
拉 伤,-0.457627119
拉 屎,-0.186440678
拉 他们 一 把,0.080907897
拉 抬,0.198735951
拉 下,-0.440677966
拉 一 把,0.105404132
拉拉 杂杂,-0.333333333
拉起 警报,-0.041771017
拉下脸 来,-0.333333333
拉长 个 脸,-0.555555556
邋 邋遢 遢,-1
邋 里 邋遢,-1
邋遢 女人,-0.032852339
辣 词儿,-0.333333333
辣 妹,0.004470322
来 的 高,0.202990843
来 犯,-0.322033898
来 气,-0.555555556
来 袭,-0.13559322
来迟 了 些,-0.05894522
来得 低,-0.061182554
来得 高,0.383519637
来得 少,-0.065632452
来得 太 迟,-0.022161153
来得 殷切,0.245748751
来者不善 ， 善者不来,-0.777777778
拦截 到,0.055695353
蓝 天生 玉,0.333333333
揽 蕹 吻 ?,1
懒 到 极点,-0.777777778
懒 趴,-0.220338983
懒 人,-0.184348746
懒得 理 你,-0.089706305
懒惰 鬼,-0.361581921
懒散 地,-0.319807435
烂 车,-0.236191966
烂 到,-0.138169119
烂 到 爆,-0.182508226
烂 到 极点,-0.106730661
烂 掉,-0.490429254
烂 家伙,-0.180060181
烂 老师,-0.264142712
烂 女人,-0.133467819
烂 球,-0.236191966
烂 人,-0.249818379
烂 上,-0.13081261
烂 上万 倍,-0.041332203
烂 戏,-0.198862407
烂 校 鸟 系,-0.151994288
烂 学校,-0.019925356
烂 源,-0.168395356
烂 仗,-0.236191966
滥 捕,-0.355932203
滥 打,-0.476963593
滥 打人,-0.293982237
滥 竿 充数,-0.555555556
滥 砍,-0.474576271
滥 老师,-0.264873492
滥 权,-0.189664814
滥 射,-0.288135593
滥 挖,-0.288135593
滥 葬,-0.271186441
滥用 禁 药,-0.178705034
郎 若 列眉,0.111111111
狼 借,-0.152542373
狼狈 万状,-0.333333333
狼顾 麕 惊,-1
浪 得 虚名,-0.034474119
浪费 了,-0.068466508
浪费 时间,-0.075434797
劳工 保障 降低,-0.089830644
老 不休,-0.262332203
老 而 弥 坚,0.011402982
老 猴,-0.227818712
老 煳 涂,-0.174478012
老 煳 涂 了,-0.088108814
老 想着,0.010570162
老 骤 伏枥,0.666666667
老成 见到,1
老成 之 见,0.333333333
老汉 啃 甘蔗 － 咬牙切齿,-1
老牛 舔 犊,0.777777778
老少 无 欺,0.555555556
老师 宿儒,0.555555556
老鼠 偷 猫 饭 － 心惊肉跳,-0.777777778
老鼠过街 ， 人人喊打,-0.555555556
老太太 吃 炒 胡豆 － 咬牙切齿,-1
老远 赶来,0.193671761
老子 婆娑,0.555555556
唠 里 唠叨,-0.06779661
唠唠 叨叨,-0.200564972
唠唠 叨叨 地 责备,-0.072599467
烙 跑,-0.06779661
乐 而 忘忧,0.016566408
乐 翻,0.043328323
乐 翻 了,0.103146019
乐 翻天,0.264424454
乐 乎,0.336157268
乐 坏,0.08916231
乐 见,0.401436861
乐 见 其 成,0.360087307
乐 透,0.301630739
乐 透 了,0.275347629
乐观 的 预期,0.237934666
乐观 地,0.213945906
乐观 开朗,0.290545777
乐观 其 成,0.37650018
乐观 些,0.289508405
乐事 多,0.401041553
乐意 地,0.259194342
乐意 接受,0.236018638
乐于 接受,0.232852201
勒 除,-0.089565729
勒 除 器,-0.037111616
勒 赎,-0.186440678
勒 死,-0.466142373
勒令 停工,-0.104186034
勒索 所得 之 款,-0.003307028
了 了解 人意,0.333333333
了结 生命,-0.00481439
了解 商情,0.291566265
了了 可见,0.333333333
了然 于 心,0.317471452
雷 霹,-0.152542373
雷 人,-0.3
雷声大 雨点小,-0.111111111
傫 如 丧狗,-0.777777778
磊落 轶荡,0.777777778
肋 脦,-0.777777778
泪 流,-0.246828712
泪 如 秋夜 雨 － 一点一 声 愁,-0.777777778
泪 洒,-0.186440678
泪 下,-0.474576271
累积 了,0.028787801
累世 通好,0.555555556
楞 住,-0.206272
冷 谈,-0.555555556
冷 笑话,-0.15
冷静 地,0.15629823
冷静 决定,0.149225106
冷静 下来,-0.207494271
冷酷 地,-0.221663661
冷酷 无情,-0.555555556
冷暖 在 心头,-0.038812502
冷战 对立,-0.219427949
冷战 结束,0.46051397
离 多会 少,-0.111111111
离 蔬 释 蹻,0.777777778
离 我 远 一点,-0.144135946
离开 正道,-0.120748508
离谱 儿,-0.333333333
犁 地 淹死 牛 － 伤 透 了,-0.777777778
罹 癌,-0.033898305
罹 病,-0.288135593
罹患 了,-0.011801853
罹难 者,-0.156701921
礼 盒,0.125953016
礼 轻 情意 重,0.333333333
礼让 为国,0.777777778
理 不直 不 壮,-0.058568461
理亏 |,-0.111111111
力 保 江山,0.205936419
力 抗,-0.033020814
力 留,0.417298595
力 拚,0.285919823
力 退,0.016297938
力 邀,0.285919823
力疾 从公,0.555555556
力图 赶上,0.101196457
力图 振作,0.035958135
力争 经营,0.111111111
历 精 更始,0.555555556
历 演 不衰,0.555555556
历久 不衰,0.410034235
历久 弥 新,0.8
历来 仅见,0.024481862
历史 新高,0.265708685
历史 最 久,0.076900346
历世 摩 钝,0.555555556
立场 一致,0.185928236
立国 安邦,1
立即 撤军,0.06751778
立即 赶工,0.059139469
立即 归 返,0.101962032
立即 回应,0.008446831
立即 检查,0.074565177
立即 取消,-0.060024898
立即 受惠,0.072315397
立即 显现,0.151217678
立下 榜样,0.122412447
立下 宏愿,0.019586245
丽日 和风,0.555555556
利 大于 弊,0.224922945
利 多,0.475993448
利 多于 弊,0.309661349
利 基,0.310447283
利 基 市场,0.111060097
利 已,-0.333333333
利息 秋毫,0.111111111
利益 输送,-0.10219478
利用 别人,-0.212268254
利用 人,-0.249663435
利用 我们,-0.152303305
栗栗 危 俱,-0.888888889
连 10 年 获 分区 冠军,0.025143445
连 霸,0.039693223
连 闯,0.039693223
连 闯 四关,0.036558229
连 得,0.304458796
连 夺,0.028923942
连 冠,0.033665606
连 过 三关,0.061751499
连 昬 接 晨,0.111111111
连 拿,0.004470322
连 屁 都 不如,-0.125596014
连 破,-0.301653492
连 抢,0.039693223
连 胜,0.269451591
连 输,-0.047416203
连 五 庄,0.002980215
连 下,0.370919807
连 赢,0.004470322
连 赢 四,0.026462148
连 摘,0.039693223
连 战 皆 败,-0.237483949
连 庄,0.048633867
连称 殊荣,0.204779732
连带 恶果,-0.116928441
连二 接 三,0.041928384
连根 共 树,0.777777778
连根拔 起,0.037516953
连连 胜利,0.270102826
连锁 倒闭,-0.176250475
连续 安 打,0.015832675
连续 拿下,0.185459903
连续 虐待,-0.007681186
怜悯 心,0.278742364
联合 服务,0.343573828
联合 起来,0.190836859
联合 声明,0.387499817
联合 提议,0.181551915
联合 拓展,0.23185861
联合 宣言,0.190836859
联合 主办,0.212011998
联盟 第一,0.020314877
联手 出击,0.175174192
联手 修正,0.22486211
联手 赢得,0.16507951
廉正 无私,0.555555556
廉政 勤政,0.555555556
脸 伤,-0.310211186
脸上 发红,-0.050123
脸上 下不来,-0.333333333
练 成,0.444690768
良好 关系,0.384401392
良好 合作,0.386608068
良好 机会,0.475384035
良好 教育,0.33727911
良好 开端,0.395157025
良好 形象,0.283833007
良好 训练,0.378173846
良心 被 狗 吃,-0.007347186
良心 不安,-0.244670475
良性 发展,0.171334592
良性 沟通,0.206751104
良性 竞争,0.019269814
良质 米,0.155436599
良种 繁育,0.555555556
凉爽 的 空气,0.054468277
粮食 不足,-0.082313949
两 倍多,0.139806473
两 错,-0.305084746
两 党 的 共识,0.023652723
两 相 情 原,1
两岸 兑 出 可观,-0.075798938
两得 其 便,0.333333333
两分 打点,0.274467619
两分 打点 安 打,0.173913404
两分 全 垒 打,0.12691156
两姓 之 好,0.555555556
亮 瞎 了 眼,0.6
亮节 高风,0.555555556
亮相 机会,0.27310895
量 身 打造,0.138418221
量 身 订制,0.013923839
料 得到,0.255687669
料 想不到,-0.037210881
撂 倒,-0.288135593
咧 开 了 笑脸,0.148715791
列强 环伺,0.035051854
劣 根,-0.221847492
劣 学生,-0.042032181
劣 中 之 劣,-1
劣 株,-0.555555556
烈日 当空,-0.333333333
猎 下,0.370919807
拎 背,-0.237288136
林 清江,0.222688432
临机 处置,0.333333333
临门 一脚,0.09889971
临时 地,-0.057998983
临时 手段,-0.005370254
临死 的 痛苦,-0.256629695
临危 不 乱,0.521336248
临阵 退出,-0.143377661
懔 于,-0.143912542
伶俐 乖巧,0.555555556
灵魂 人物,0.087477647
灵活 机动,0.333333333
灵敏 性,0.334575713
灵巧 地,0.242400242
泠 汗 直流,-0.063672424
凌虐 他人,-0.100648949
凌虐 致死,-0.164535593
陵云 之 志,0.777777778
零 零散 散,-0.111111111
零 缺点,0.220817723
零星 残骸,-0.169491525
领 不到,-0.097114169
领 出,0.035518089
领 风骚,0.039903941
领 回,0.202252606
领导者 地位,0.042110629
领先 地位,0.010709902
领先 群雄,0.087033362
领先 维特,0.159427526
领先 优势,0.18180983
领先 者,0.044799323
领先 最多,0.199195693
另眼看 戏,-0.333333333
令 人生 畏,-0.034275695
令 退役,-0.301540113
令 我 悸动,0.134251567
令人 悲痛,-0.180758
令人 不 愉快,-0.009561885
令人 不安,-0.407012364
令人 不解,-0.028532644
令人 不堪,-0.127926034
令人 不满意,-0.042437369
令人 称羡,0.097926478
令人 吃惊,-0.09157639
令人 大开眼界,0.333333333
令人 担心,-0.099422068
令人 扼腕,-0.015903186
令人 恶心,-1
令人 烦恼,-0.253191322
令人 烦忧,-0.244716746
令人 费解,-0.777777778
令人 愤慨,-0.155236203
令人 高兴,0.317793124
令人 诟病,-0.143021831
令人 怀疑,-0.059235729
令人 欢迎,0.211139547
令人 惊奇,0.027256592
令人 景仰,0.00136271
令人 敬畏,0.333333333
令人 沮丧,-0.134547254
令人 恐惧,-0.236242169
令人 困倦,-0.555555556
令人 毛骨悚然,-1
令人 难过,-0.176705864
令人 难忘,0.157328211
令人 佩服,0.145735987
令人 捧腹,0.333333333
令人 疲倦,-0.777777778
令人 钦佩,0.300540905
令人 丧胆,-0.194678017
令人 伤心,-0.043721831
令人 生气,-0.555555556
令人 生厌,-0.777777778
令人 失望,-0.044660915
令人 失望 的 人,-0.010307458
令人 讨厌,-0.433096415
令人 讨厌 的 人,-0.039476881
令人 讨厌 的 事物,-0.046139681
令人 头痛,-0.268329593
令人 头痛 之 事,-0.146212113
令人 无法 忍受,-0.042204802
令人 喜悦,0.28842575
令人 羡 煞,0.007531298
令人 心痛,-0.01648722
令人 兴奋,0.308138944
令人 厌恶,-0.626595661
令人 厌倦,-0.777777778
令人 遗憾,-0.333333333
令人 疑虑,-0.093147186
令人 意外的 低,-0.094784181
令人 愉快,0.16151794
令人 咋舌,0.500681355
令人 窒息,-0.516813416
令人 窒息 的 浓烟,-0.006247506
令人满意 地,0.126707842
溜 门,-0.555555556
熘 走,-0.288135593
留得青山在 ， 不愁没柴烧,0.777777778
留芳 万古,1
留下 伤痕,-0.339409763
留下 许多,0.093258038
流 空,-0.297676169
流 里 流气,-0.777777778
流 眼泪,-0.229827864
流动 率 高,0.139747897
流风 馀 韵,0.555555556
流金 烁 石,-0.555555556
流寇 主义,-0.555555556
流浪 乞丐,-0.150536051
流落 风尘,-0.777777778
流落 他乡,-0.333333333
流落 天涯,-0.333333333
流水不腐 ， 户枢不蠹,0.333333333
流水不腐 ， 户枢不蝼,0.333333333
流言 四起,-0.008421814
龙眉 皓发,0.333333333
龙腾 虎啸,0.777777778
龙头 老大,0.271818977
笼络 手法,-0.011578898
笼罩 阴影,-0.152542373
镂冰 劚 雪,0.777777778
漏 出,-0.241224814
漏 球,-0.288135593
漏 损,-0.525423729
漏 损 量,-0.336032588
漏 损 物,-0.397744181
漏 做,-0.372881356
漏尽 锺 鸣,-0.555555556
鲁 女 忧国,1
鲁莽 行为,-0.030532356
陆续 出发,0.015956112
陆续 加入,0.027618336
陆续 接到,0.063853287
路 险阻,-0.305084746
路见不平 ， 拔刀相救,0.777777778
路见不平 ， 拔刀相助,0.555555556
路见不平 ， 拔剑相助,0.777777778
路遥知马力 ， 日久见人心,0.777777778
戮力 以 赴,0.090653139
戮力 于,0.286166049
露出 端倪,0.013263373
露出 微笑,0.094170257
露水 又 重,-0.010255729
鸾 风 和鸣,0.555555556
乱 辩,-0.380052712
乱 扯,-0.525423729
乱 吃,-0.315825254
乱 吃豆腐,-0.251132966
乱 吹牛,-0.350282486
乱 丢,-0.491525424
乱 丢 垃圾,-0.279661017
乱 发脾气,-0.157806169
乱 吠,-0.406779661
乱 盖,-0.338983051
乱 搞,-0.542372881
乱 吼,-0.389830508
乱 讲,-0.305084746
乱 结,-0.457627119
乱 局,-0.338983051
乱 砍,-0.576271186
乱 了 方寸,-0.555555556
乱 码,-0.25
乱 骂,-0.559322034
乱 骂人,-0.348887864
乱 摸,-0.372881356
乱 批评,-0.273450395
乱 批评 别人,-0.1296576
乱 屁,-0.542372881
乱 杀,-0.610169492
乱 摔 拍子,-0.308406847
乱 说话,-0.138041266
乱 撕,-0.440677966
乱 想,-0.219585356
乱 语,-0.423728814
乱 中 有序,0.089759093
乱 诌,-0.338983051
乱哄哄 地 跑,-0.23818922
乱虐 并 生,-1
掠 食,-0.186440678
掠夺 行为,-0.034665407
仑 皇 失措,-0.777777778
伦理 病变,-0.035024661
伦理 荡然,-0.088995424
沦 入,-0.033898305
沦为 废墟,-0.13291622
沦为 乞丐,-0.090543339
沦为 少数,-0.071703271
轮回 重生,0.105858074
啰 啰 嗦嗦,-0.555555556
啰里 啰嗦,-0.555555556
啰哩 吧 唆,-0.050847458
罗掘 俱 穷,-0.777777778
罗织 入 罪,-0.152542373
罗织 罪名,-0.116801847
攞 袖 揎 拳,-0.555555556
洛阳 的 牡丹 － 人人 喜欢,0.555555556
落 居,-0.338983051
落 居 下风,-0.292808407
落 俗套,-0.555555556
落 汤 的 螃蟹 － 手忙脚乱,-0.555555556
落草 为 寇,-0.333333333
落差 极大,-0.276442746
落后 程度,-0.195762881
落后 于,-0.163945311
落花有意 ， 流水无情,-0.333333333
落魄 江湖,-0.333333333
落入 手中,0.232696944
落实 不到,-0.103303814
落实 回馈,0.140821005
落实 具 现,0.011359372
落实 了,0.033710947
落实 推动,0.111776098
落实 照顾,0.00609521
落实 执行,0.038285045
落伍 的 士兵,-0.140188854
屡 败 屡 战,0.311635084
屡 创 佳绩,0.107140053
屡 遭,-0.033898305
屡 遭 挫折,-0.152542373
屡屡 失事,-0.120480102
履 信 思 顺,0.555555556
率 队,0.130565236
率先 响应,0.124043804
率直 地,0.203978693
略 贬,-0.152542373
略 差,-0.271186441
略 低,-0.322033898
略 低于,-0.118747571
略 而 未见,-0.092727746
略 高,0.275290982
略 好 于,0.326785028
略 减,-0.188058136
略 去 不 提,-0.217884932
略 少,-0.13181139
略 胜,0.220817723
略 嫌,-0.152542373
略 嫌 保守,-0.006014881
略 嫌 粗糙,-0.211864407
略 嫌 夸张,-0.188218983
略 增,0.014968262
略带 城府,0.022081773
略有 差距,-0.048198814
略有 进展,0.266110044
略有 起色,0.091686146
妈 ㄉ,-0.118644068
麻烦 制造者,-0.192913193
麻姑 献寿,0.333333333
麻醉 药物,-0.103016068
马 的 逼,-0.152030825
马 的 咧,-0.109354305
马屁 话,-0.237288136
马上 就 想,0.017488653
马上 开始,0.001471639
马上 面临,0.052804341
蚂蚁 缘 槐,-0.555555556
骂 不 绝口,-0.777777778
骂 出,-0.241224814
骂 出来,-0.183415412
骂 粗话,-0.305084746
骂 得 狗血淋头,-0.245280542
骂 得 狗血喷头,-0.777777778
骂 得 很 惨,-0.139107254
骂 他,-0.288135593
骂 他 神经病,-0.138271132
骂 她,-0.254237288
骂 一顿,-0.193898666
骂 脏话,-0.214689266
埋 地雷,-0.216191073
埋 下,-0.406779661
埋 下 不少 问题,-0.283693424
埋 下 问题,-0.264560746
买 牛 得 羊 － 大失所望,-0.777777778
迈出 一步,0.020633429
迈进 一 大步,0.147619086
迈开 大步,0.08537299
迈向 和解,0.27302367
迈向 和平,0.331132936
迈向 目标,0.010058225
迈向 死亡,-0.29239322
迈向 新的 纪元,0.080386042
迈向 新高,0.243626913
迈向 展开,0.051332702
卖 不掉,-0.555555556
卖 假 毒品 给 人,-0.171721424
卖法 市恩,-1
卖国 者,-0.074521039
卖弄 风骚,-0.241960949
卖弄 风骚 的 人,-0.141840814
脉络 可 循,0.098757856
蛮干 到底,0.022442236
蛮横 行为,-0.079637136
瞒 得了 人,-0.150451119
瞒 骗,-0.333333333
瞒 人 耳目,-0.002007339
瞒 着,-0.045403661
满 得 溢出,-0.218398102
满 健康,0.326459102
满 垒 炮,0.126265812
满 垒 全 垒 打,0.025854576
满 正常,0.449431666
满布 地雷,-0.043317932
满腹 牢骚,-0.029560593
满腹 诗书,0.777777778
满腹 疑云,-0.071380068
满腹 珠玑,0.777777778
满贯 弹,0.126265812
满贯 炮,0.155708175
满怀 豪情,0.777777778
满怀 激情,0.777777778
满怀 敬畏,0.390448706
满脸 愁雾,-0.555555556
满脸 横肉,-0.451284262
满脸 烂肉,-0.098818932
满脸 微笑,0.232258135
满满 信心,0.519791671
满腔 热忱,0.777777778
满腔 热血,0.333333333
满心 欢喜,0.777777778
满意 地 说,0.198793606
满嘴 谎言,-0.024251797
谩 上 不 谩 下,-0.555555556
漫 无 目标,-0.555555556
漫 无 目的,-0.555555556
漫漫 崎岖,-0.039024746
漫天 烽火,-0.333333333
慢 了 半 拍,-0.067419797
慢吞吞 地,-0.272312797
慢吞吞 地 行进,-0.068114588
忙 不过 来,-0.272227525
忙 着,0.095419402
盲 用,-0.111111111
茫茫 然,-0.777777778
莽莽 撞 撞,-0.555555556
猫 腻,-0.111111111
毛 毛躁 躁,-0.555555556
毛 森 骨立,-0.777777778
毛病 丛生,-0.194736203
毛发 森竖,-1
矛盾 情,-0.086271005
矛头 锁定,-0.08400678
茅 室 蓬户,-0.111111111
卯 尽 全力,0.283269943
卯 足 全力,0.374779768
冒 出头 来,0.355872758
冒 冷汗,-0.299257898
冒 着 货币 危机,-0.093862689
冒.. 的 危险,-0.224168678
冒充 者,-0.066796565
冒名 项 替,-0.777777778
冒牌 货,-0.203389831
冒失 女孩,-0.288135593
冒险 假设,-0.357281831
冒险 前进,0.12377169
贸 首 之 雠,-0.777777778
贸贸 然,-0.333333333
贸然 轻率,-0.082458915
貌似 公正,-0.555555556
貌似 真实 的,-0.333333333
没 把握,-0.112994351
没 才华,-0.019018079
没 参加,-0.107328136
没 参赛,-0.15819209
没 差 几分,-0.1
没 达到,-0.025046915
没 带给,-0.133305717
没 到,-0.173163593
没 道理,-0.131062102
没 东西,-0.6
没 动 逃,-0.385982961
没 风度,-0.131654373
没 感觉,-0.4
没 规矩,-0.090329717
没 轰 出,-0.217313717
没 机会,-0.015245695
没 见过 世面,-0.333333333
没 建立,-0.046182983
没 脚,-0.355932203
没 觉察 到,-0.004329254
没 教养,-0.429621138
没 结果,-0.237288136
没 尽 到,-0.067788361
没 进步,-0.011873582
没 精,-0.035584915
没 救,-0.223038237
没 救 了,-0.091692565
没 看到,-0.138041266
没 看过,-0.258803978
没 离 成,-0.187181605
没 礼貌,-0.333333333
没 两下子,-0.777777778
没 料到,-0.115442395
没 面子,-0.29821478
没 那么,-0.180790961
没 脑袋,-0.15819209
没 能,-0.033898305
没 能力,-0.123708791
没 能力 做,-0.033459559
没 屁眼,-0.381659571
没 品,-0.113907797
没 品德,-0.011487277
没 钱,-0.185727458
没 去,-0.439581797
没 去 理会,-0.019437034
没 让,-0.223038237
没 人性,-0.124698666
没 手,-0.248028644
没 手 没 脚,-0.301980424
没 受,-0.294288542
没 受过 教育,-0.333333333
没 受教育,-0.123070169
没 水准,-0.20086861
没 睡 好,-0.041892068
没 说实话,-0.059566492
没 谈 妥,-0.101219435
没 听 过,-0.239622734
没 为,-0.214984983
没 卫生,-0.090156746
没 希望,-0.006854102
没 闲着,0.225545931
没 想到,-0.058442802
没 效,-0.140611254
没 心眼儿,-0.333333333
没 信心,-0.134740068
没 一点 感觉,-0.8
没 意义,-0.007030215
没 赢 过,-0.236205107
没 赢 过 球,-0.194102983
没 再 向,-0.203389831
没 在,-0.185727458
没 辄,-0.271186441
没 种,-0.271186441
没 注意 到,-0.013585254
没 资格,-0.068334012
没 做到,-0.194538441
没得 说,-0.038064317
没的 说,0.111111111
没法 子,-0.29821478
没法 子 赢,-0.223661085
没人 怀疑,0.209664397
没人 想到,-0.025836983
没人 要买,-0.068068085
没啥 特别 的,-0.13333
没什么 东西,-0.6
没什么 了不得,-0.333333333
没什么 了不起,-0.333333333
没什么 水准,-0.14763981
没事 做,-0.194538441
没收 物,-0.209071412
没用 的 家伙,-0.059424068
没有 把握,-0.002648644
没有 办法,-0.012584881
没有 保留,-0.067509525
没有 本钱,-0.005469322
没有 必要,-0.019995983
没有 搀杂,0.111111111
没有 诚信,-0.199318949
没有 诚意,-0.161781119
没有 出路,-0.041692576
没有 出面,-0.007794271
没有 错,0.289822673
没有 打算,-0.201934847
没有 缔造,-0.011394915
没有 发现,-0.006553695
没有 反省,-0.166842881
没有 方法,-0.002648644
没有 防备,-0.005735288
没有 放弃,0.222249726
没有 改善,-0.165891153
没有 给 钱,-0.003753695
没有 根据,-0.040478492
没有 共识,-0.031249661
没有 顾忌,-0.139703525
没有 观察 到,-0.0450208
没有 规则,-0.002697966
没有 好脸,-0.333333333
没有 阖眼,-0.080206203
没有 机会,-0.098828678
没有 积极,-0.034997458
没有 迹象,-0.020045051
没有 坚持,-0.077986847
没有 教养,-1
没有 进展,-0.102561322
没有 经验,-0.007438
没有 竞争力,-0.012438386
没有 开 成,-0.130477085
没有 考虑,-0.035574136
没有 礼貌,-0.333333333
没有 理由,-0.121292712
没有 两样,0.084876371
没有 民主,-0.031249661
没有 目标,-0.006580186
没有 能力,-0.180176
没有 人,-0.017672723
没有 人 相信,-0.129016678
没有 什么 东西,-0.6
没有 什么 意思,-0.6
没有 时间,-0.012584881
没有 实质 效益,-0.117630949
没有 提及,-0.008328339
没有 提示,-0.3
没有 通过,-0.03988478
没有 头脑,-0.555555556
没有 透露,-0.05923661
没有 问题,0.120407797
没有 笑容,-0.127841508
没有 信心,-0.188449458
没有 学问,-0.333333333
没有 异议,0.163216206
没有 意思,-0.110194729
没有 勇气,-0.111111111
没有 预期 到,-0.040986685
没有 证据,-0.046483186
没有 资格,-0.036143898
没有 自信,-0.108801559
没有 足够,-0.076446051
眉 开 跟 笑,1
眉 来 语 去,-0.555555556
眉目 不清,-0.333333333
眉目 传情,0.111111111
眉目 勿 画,0.555555556
眉头一皱 ， 计上心来,0.555555556
眉头一皱 ， 计上心头,0.555555556
每 战 必胜,0.000255265
每逢 佳节 倍 思亲,0.333333333
美 的 事物,0.197688524
美 的 音乐,0.36573006
美国 英雄,0.26721643
美梦 成真,0.511572925
美食 在 前,0.143996121
美味 可口,0.333333333
昧 于,-0.110014237
闷 骚,-0.1
闷 死,-0.584786441
闷 住,-0.443560136
萌生 杀机,-0.070096475
蒙骗 造假,-0.276755424
蒙上 阴影,-0.150700153
蒙受 耻辱,-0.214122153
蒙受 利益,0.107051991
蒙受 羞辱,-0.232698763
勐 吃,-0.242711695
勐 冲,-0.417135661
勐 闯,-0.265869492
勐 吹口哨,0.384844971
勐 打 带动,0.375242668
勐 地,-0.318969661
勐 地 关上,-0.063500881
勐 地 落下,-0.456095
勐 跌,-0.265869492
勐 夺,-0.25760339
勐 攻,-0.278370373
勐 轰,-0.333666102
勐 击,-0.537055932
勐 砍,-0.503157627
勐 拉,-0.384513559
勐 烈 的 力量,-0.003035078
勐 烈 的 抨击,-0.234962834
勐 烈 抨击,-0.304908153
勐 抛,-0.265869492
勐 批,-0.303163729
勐 然 地,-0.184381356
勐 然 地一 拉,-0.172730725
勐 然 飞出,0.1057315
勐 然 一动,-0.148342068
勐 扔,-0.265869492
勐 踢,-0.265869492
勐 推,-0.252476949
勐 追,0.429781333
懵 逼,-0.5
懵 里 懵懂,-1
懵懵 懂 懂,-1
梦 碎,-0.289830847
梦魂 萦绕,0.777777778
弥 足,0.231983371
弥补 了,0.07426047
弥天 大祸,-0.777777778
迷 上,0.777777778
迷 死人 不 偿命,0.75
迷宫 般,-0.111111111
迷昏 汤,-0.555555556
迷离 倘 恍,-0.333333333
迷恋 者,-0.030794983
迷路 者,-0.056255141
迷迷 茫茫,-0.777777778
迷迷 蒙蒙,-0.111111111
迷人 的 美,0.190615865
迷人 之 处,0.014910297
迷途 地,-0.091655254
迷信 引起,-0.116561288
靡不有初 ， 鲜克有终,-0.333333333
秘 教,-0.019648407
密藏 的 金钱,-0.004705627
密切 沟通,0.191412929
密切 关注,0.238508888
密切 结合,0.192680334
密切 注意,0.256935111
免 谈,-0.150620712
免于 受苦,0.078236271
俛 拾 仰 取,1
俛 拾地芥,1
俛 首 帖耳,-0.333333333
勉勉 强强,-0.777777778
面 面相 睹,-0.444444444
面 如 满月,0.333333333
